,BOROUGH,SITE_STATUS,SITE_NAME,SITE_NUMBER,Entrance,lng,lat,Entrance_Type,All_Election_Districts
566,BROOKLYN,A,PS 196,B0112,207 Bushwick Avenue Brooklyn 11206,-73.939802,40.708762,Voter,"[40, 39, 29, 38]"
567,BROOKLYN,A,PS 196,B0112,Enter on right side of Main Entrance Meserole St Brooklyn 11206,-73.95,40.71,Handicap,"[40, 39, 29, 38]"
568,BROOKLYN,A,Friends of Crown Heights,11229,671 Prospect Place Brooklyn 11216,-73.95418,40.674875,Voter,"[58, 82, 46, 67, 66, 87]"
569,BROOKLYN,A,Friends of Crown Heights,11229,671 Prospect Place Brooklyn 11216,-73.95418,40.674875,Handicap,"[58, 82, 46, 67, 66, 87]"
570,QUEENS,A,North Shore Towers,Q0136,272-40 Grand Central Parkway Floral Park 11005,-73.71509,40.75918,Voter,"[71, 73, 84]"
571,QUEENS,A,North Shore Towers,Q0136,272-40 Grand Central Parkway Floral Park 11005,-73.71509,40.75918,Handicap,"[71, 73, 84]"
572,MANHATTAN,A,Samuels Community Center,10768,669 Malcolm X Boulevard New York 10037,-73.937166,40.819607,Voter,"[16, 17, 57, 56, 58, 55, 109]"
573,MANHATTAN,A,Samuels Community Center,10768,669 Malcolm X Blvd New York 10037,-73.937166,40.819607,Handicap,"[16, 17, 57, 56, 58, 55, 109]"
574,BROOKLYN,A,Regina Pacis Housing,11148,2424 Cropsey Avenue Brooklyn 11214,-73.99482,40.593644,Voter,"[40, 41, 42, 44, 39, 74]"
575,BROOKLYN,A,Regina Pacis Housing,11148,2424 Cropsey Avenue Brooklyn 11214,-73.99482,40.593644,Handicap,"[40, 41, 42, 44, 39, 74]"
576,QUEENS,A,Florence E Smith Community Center,10201,102-19 34 Avenue Corona 11368,-73.865749,40.755905,Voter,"[41, 40, 45, 65]"
577,QUEENS,A,Florence E Smith Community Center,10201,102-19 34 Avenue Corona 11368,-73.865749,40.755905,Handicap,"[41, 40, 45, 65]"
578,QUEENS,A,Thomas A. Edison HS,10208,165-65 84 Avenue Jamaica 11432,-73.799125,40.715946,Voter,"[53, 43, 41, 52, 54, 62, 42, 55]"
579,QUEENS,A,Thomas A. Edison HS,10208,Parking Lot Entrance from Driveway off 84th Avenue Jamaica 11432,-73.790757,40.713126,Handicap,"[53, 43, 41, 52, 54, 62, 42, 55]"
580,QUEENS,A,PS 177,Q0201,56-37 188 Street Fresh Meadows 11365,-73.787473,40.742944,Voter,"[39, 42, 38, 79]"
581,QUEENS,A,PS 177,Q0201,Rear of school on 189 Street up ramp Fresh Meadows 11365,-73.81,40.74,Handicap,"[39, 42, 38, 79]"
582,BRONX,A,PS 102 Joseph O. Loretan,X0066,1827 Archer Street Bronx 10460,-73.866105,40.837799,Voter,"[30, 53, 25, 22, 29, 52, 23, 28, 27, 26, 96, 51, 101]"
583,BRONX,A,PS 102 Joseph O. Loretan,X0066,Entrance on Taylor Avenue Bronx 10460,-73.88,40.84,Handicap,"[30, 53, 25, 22, 29, 52, 23, 28, 27, 26, 96, 51, 101]"
584,QUEENS,A,JASA Brookdale Village Senior Ctr.,Q0035,131 Beach 19 Street Far Rockaway 11691,-73.753814,40.593371,Voter,"[24, 23]"
585,QUEENS,A,JASA Brookdale Village Senior Ctr.,Q0035,131 Beach 19 Street Far Rockaway 11691,-73.753814,40.593371,Handicap,"[24, 23]"
586,BRONX,A,PS 47 John Randolph,X0062,1794 East 172 Street Bronx 10472,-73.866996,40.83274,Voter,"[24, 32, 33, 36, 83, 35, 34]"
587,BRONX,A,PS 47 John Randolph,X0062,On Beach Avenue; Cafeteria 1 Bronx 10472,,,Handicap,"[24, 32, 33, 36, 83, 35, 34]"
588,MANHATTAN,A,River Crossing,11265,1956 1 Avenue New York 10029,-73.942219,40.786251,Voter,"[17, 18, 47]"
589,MANHATTAN,A,River Crossing,11265,1956 1 Avenue (Through Walkway) New York 10029,-73.942219,40.786251,Handicap,"[17, 18, 47]"
590,BROOKLYN,A,PS 506/503/314,B0288,343 60 Street Brooklyn 11220,-74.019492,40.641485,Voter,"[67, 25, 57, 30, 65, 31, 64]"
591,BROOKLYN,A,PS 506/503/314,B0288,343 60th Street Brooklyn 11220,-74.019492,40.641485,Handicap,"[67, 25, 57, 30, 65, 31, 64]"
592,BROOKLYN,A,PS 167,B0018,1025 Eastern Parkway Brooklyn 11213,-73.934317,40.669357,Voter,"[61, 77, 84, 75, 76]"
593,BROOKLYN,A,PS 167,B0018,Enter on schenectady Avenue through school yard Brooklyn 11213,-73.9426775,40.669022999999996,Handicap,"[61, 77, 84, 75, 76]"
594,MANHATTAN,A,Marseilles LLC,10438,230 West 103 Street New York 10025,-73.969018,40.799102,Voter,"[62, 105, 111]"
595,MANHATTAN,A,Marseilles LLC,10438,230 West 103 Street New York 10025,-73.969018,40.799102,Handicap,"[62, 105, 111]"
596,BROOKLYN,A,PS 208,B0255,4801 Avenue D Brooklyn 11203,-73.930632,40.642271,Voter,"[32, 47, 45, 31, 97]"
597,BROOKLYN,A,PS 208,B0255,East 48th Street Brooklyn 11203,-73.9310498,40.6383996,Handicap,"[32, 47, 45, 31, 97]"
598,BROOKLYN,A,Farragut Comm Ctr,11386,228 York Street Brooklyn 11201,-73.981392,40.700679,Voter,"[3, 2, 1, 2, 1]"
599,BROOKLYN,A,Farragut Comm Ctr,11386,228 York Street Brooklyn 11201,-73.981392,40.700679,Handicap,"[3, 2, 1, 2, 1]"
600,BROOKLYN,A,Goodwin Sr Ctr,10258,55 Goodwin Place Brooklyn 11221,-73.923205,40.691422,Voter,"[21, 28]"
601,BROOKLYN,A,Goodwin Sr Ctr,10258,55 Goodwin Place Brooklyn 11221,-73.923205,40.691422,Handicap,"[21, 28]"
602,STATEN IS,A,PS 19 The Curtis School,S0056,780 Post Avenue Staten Island 10310,-74.126954,40.631048,Voter,"[17, 20, 19]"
603,STATEN IS,A,PS 19 The Curtis School,S0056,Accessible Entrance in rear of building Staten Island 10310,-74.11278,40.629136,Handicap,"[17, 20, 19]"
604,QUEENS,A,PS 188-Kingsburry,Q0119,218-12 Hartland Avenue Oakland Gardens 11364,-73.753331,40.736174,Voter,"[24, 16, 25, 22, 80, 19, 83, 89]"
605,QUEENS,A,PS 188-Kingsburry,Q0119,218-12 Hartland Avenue Oakland Gardens 11364,-73.753331,40.736174,Handicap,"[24, 16, 25, 22, 80, 19, 83, 89]"
606,BRONX,A,PS 41 Gun Hill Road,X0132,3352 Olinville Avenue Bronx 10467,-73.868021,40.874514,Voter,"[30, 29, 64, 60, 63, 61, 35, 36]"
607,BRONX,A,PS 41 Gun Hill Road,X0132,2nd Olinville Ave Entrance; Right of Magenta Ave Bronx 10467,,,Handicap,"[30, 29, 64, 60, 63, 61, 35, 36]"
608,MANHATTAN,A,Church Heavenly Rest,M0100,1085 Fifth Avenue New York 10128,-73.95852,40.78398,Voter,"[88, 9, 8, 94]"
609,MANHATTAN,A,Church Heavenly Rest,M0100,1085 5th Ave New York 10128,-73.95852,40.78398,Handicap,"[88, 9, 8, 94]"
610,BROOKLYN,A,Bishop Ford,11452,500 19th Street Brooklyn 11215,-73.982523,40.656376,Voter,"[66, 58, 57, 59, 56]"
611,BROOKLYN,A,Bishop Ford,11452,500 19th Street Brooklyn 11215,-73.982523,40.656376,Handicap,"[66, 58, 57, 59, 56]"
612,BRONX,A,Harding Park Community Center,X0064,1820 Gildersleeve Avenue Bronx 10473,-73.857226,40.80908,Voter,"[2, 1, 3]"
613,BRONX,A,Harding Park Community Center,X0064,1820 Gildersleeve Avenue Bronx 10473,-73.857226,40.80908,Handicap,"[2, 1, 3]"
614,STATEN IS,A,Stapleton Senior Center,S0020,189 Gordon Street Staten Island 10304,-74.082429,40.623006,Voter,[53]
615,STATEN IS,A,Stapleton Senior Center,S0020,189 Gordon Street Staten Island 10304,-74.082429,40.623006,Handicap,[53]
616,BROOKLYN,A,PS 234 IS,B0096,1875 East 17 Street Brooklyn 11229,-73.955318,40.604348,Voter,"[7, 8, 9, 12, 13, 24, 78]"
617,BROOKLYN,A,PS 234 IS,B0096,Enter on left side of main entrance Brooklyn 11229,-73.995752,40.6591058,Handicap,"[7, 8, 9, 12, 13, 24, 78]"
618,BRONX,A,PS 218,11746,1220 Gerard Avenue Bronx 10452,-73.919915,40.835818,Voter,"[7, 8, 6, 48, 82, 83]"
619,BRONX,A,PS 218,11746,1220 Gerard Avenue Bronx 10452,-73.919915,40.835818,Handicap,"[7, 8, 6, 48, 82, 83]"
620,BRONX,A,PS 132 Garret A. Morgan,X0022,1245 Washington Avenue Bronx 10456,-73.906717,40.832016,Voter,"[41, 39, 38]"
621,BRONX,A,PS 132 Garret A. Morgan,X0022,Down alley Rt of Main Ent via basement to 1st Fl Bronx 10456,-73.91,40.82,Handicap,"[41, 39, 38]"
622,BROOKLYN,A,JHS 51,B0205,350 5th Avenue Brooklyn 11215,-73.984226,40.671983,Voter,"[89, 116, 88, 93, 87, 86, 85, 114]"
623,BROOKLYN,A,JHS 51,B0205,Enter on 4th Street Brooklyn 11215,-73.99,40.67,Handicap,"[89, 116, 88, 93, 87, 86, 85, 114]"
624,BROOKLYN,A,Ozzie Wilson Residences Senior Housing,11444,575 Central Avenue Brooklyn 11207,-73.90974,40.68965,Voter,"[63, 38]"
625,BROOKLYN,A,Ozzie Wilson Residences Senior Housing,11444,Use entrance on right through playground Brooklyn 11207,-73.9,40.68,Handicap,"[63, 38]"
626,QUEENS,A,PS 91-Richard Arkwright,Q0314,68-10 Central Avenue Glendale 11385,-73.884123,40.70371,Voter,"[16, 28, 17, 18]"
627,QUEENS,A,PS 91-Richard Arkwright,Q0314,Corner Entrance on 69th Street & Central Avenue Glendale 11385,-73.91,40.7,Handicap,"[16, 28, 17, 18]"
628,MANHATTAN,A,PS 87,M0044,160 West 78 Street New York 10024,-73.977858,40.781926,Voter,"[68, 73, 75, 74, 79, 76, 66]"
629,MANHATTAN,A,PS 87,M0044,141 WEST 77 Street New York 10024,-73.978063,40.78132,Handicap,"[68, 73, 75, 74, 79, 76, 66]"
630,BROOKLYN,A,PS 121,B0273,5301 20th Avenue Brooklyn 11204,-73.978876,40.622911,Voter,"[33, 39, 40, 41, 32]"
631,BROOKLYN,A,PS 121,B0273,53rd Street (Rear of bldg) Brooklyn 11204,-73.9259695,40.6355397,Handicap,"[33, 39, 40, 41, 32]"
632,MANHATTAN,A,Windsor Tower,10205,5 Tudor City Place New York 10017,-73.971004,40.748042,Voter,"[89, 88]"
633,MANHATTAN,A,Windsor Tower,10205,East 40th Street New York 10017,-73.9768108,40.7499753,Handicap,"[89, 88]"
634,BROOKLYN,A,PS 130,B0305,70 Ocean Parkway Brooklyn 11218,-73.97606,40.6489,Voter,"[49, 55, 50, 54, 18, 83]"
635,BROOKLYN,A,PS 130,B0305,Enter on East 5th Street through school yard Brooklyn 11218,-73.9717051,40.6225537,Handicap,"[49, 55, 50, 54, 18, 83]"
636,QUEENS,A,The Korean Church Of Queens,11371,89-00 23 Avenue East Elmhurst 11369,-73.880102,40.767349,Voter,"[11, 50, 59, 51, 66, 73]"
637,QUEENS,A,The Korean Church Of Queens,11371,Through Parking Lot on 90th Street & 23rd Avenue East Elmhurst 11369,-73.870373,40.770699,Handicap,"[11, 50, 59, 51, 66, 73]"
638,QUEENS,A,PS 15-Jackie Robinson,10509,121-15 Lucas Street Springfield Gardens 11413,-73.757241,40.686127,Voter,"[30, 29, 32]"
639,QUEENS,A,PS 15-Jackie Robinson,10509,Side Path between School & Playground off Lucas Street Springfield Gardens 11413,-73.7559579,40.6842023,Handicap,"[30, 29, 32]"
640,BROOKLYN,A,St. Francis Church De Paola,10966,219 Conselyea Street Brooklyn 11211,-73.942521,40.715516,Voter,"[34, 20, 35, 21, 89]"
641,BROOKLYN,A,St. Francis Church De Paola,10966,213 Woodpoint Road Brooklyn 11211,-73.942003,40.715586,Handicap,"[34, 20, 35, 21, 89]"
642,STATEN IS,A,IS 75 Frank D. Paulo,10008,455 Huguenot Ave Staten Island 10312,-74.197502,40.544395,Voter,"[20, 25, 21, 23, 22, 24, 75, 83]"
643,STATEN IS,A,IS 75 Frank D. Paulo,10008,455 Huguenot Ave Staten Island 10312,-74.197502,40.544395,Handicap,"[20, 25, 21, 23, 22, 24, 75, 83]"
644,BROOKLYN,A,Glenwood Comm. Ctr.,B0282,5816 Farragut Road Brooklyn 11234,-73.92053,40.636496,Voter,"[44, 2, 4, 51, 3]"
645,BROOKLYN,A,Glenwood Comm. Ctr.,B0282,5816 Farragut Road Brooklyn 11234,-73.92053,40.636496,Handicap,"[44, 2, 4, 51, 3]"
646,MANHATTAN,A,Polo Ground Sr Ctr,M0159,2965 8 Avenue New York 10039,-73.937339,40.830777,Voter,"[88, 87]"
647,MANHATTAN,A,Polo Ground Sr Ctr,M0159,2965 8 Avenue New York 10039,-73.937339,40.830777,Handicap,"[88, 87]"
648,MANHATTAN,A,John F Kennedy HS,10237,99 Terrace View Avenue New York 10463,-73.912578,40.87726,Voter,"[74, 75]"
649,MANHATTAN,A,John F Kennedy HS,10237,99 Terrace View Avenue New York 10463,-73.912578,40.87726,Handicap,"[74, 75]"
650,STATEN IS,A,Brighton Heights Reformed Church,11505,320 Saint Marks Place Staten Island 10301,-74.078183,40.641878,Voter,"[1, 3, 2, 79]"
651,STATEN IS,A,Brighton Heights Reformed Church,11505,330 St.Marks Place Staten Island 10301,-74.08,40.64,Handicap,"[1, 3, 2, 79]"
652,BRONX,A,PS 85 Great Expectations,X0092,2400 Marion Avenue Bronx 10458,-73.895016,40.85875,Voter,"[57, 55, 63, 17, 19, 57, 51, 54, 12, 53, 56, 70]"
653,BRONX,A,PS 85 Great Expectations,X0092,Entrance on E. 187 St. Bronx 10458,-73.89,40.86,Handicap,"[57, 55, 63, 17, 19, 57, 51, 54, 12, 53, 56, 70]"
654,BROOKLYN,A,PS 304,B0163,280 Hart Street Brooklyn 11206,-73.940769,40.693964,Voter,"[76, 10, 8, 7, 9, 17]"
655,BROOKLYN,A,PS 304,B0163,280 Hart Street Brooklyn 11206,-73.940769,40.693964,Handicap,"[76, 10, 8, 7, 9, 17]"
656,MANHATTAN,A,Prospect Tower,10131,45 Tudor City Place New York 10017,-73.970226,40.749166,Voter,[90]
657,MANHATTAN,A,Prospect Tower,10131,45 Tudor City Place New York 10017,-73.970226,40.749166,Handicap,[90]
658,BRONX,A,Tracy Towers Community Room,X0149,40 West Mosholu Parkway S. Bronx 10468,-73.886069,40.879445,Voter,"[56, 65, 87]"
659,BRONX,A,Tracy Towers Community Room,X0149,40 West Mosholu Parkway S. Bronx 10468,-73.886069,40.879445,Handicap,"[56, 65, 87]"
660,STATEN IS,A,Walker Park Club,S0046,50 Delafield Place Staten Island 10310,-74.108544,40.644049,Voter,[12]
661,STATEN IS,A,Walker Park Club,S0046,50 Delafield Place Staten Island 10310,-74.108544,40.644049,Handicap,[12]
662,QUEENS,A,Redfern Community Center,Q0321,15-44 Hassock Street Far Rockaway 11691,-73.752908,40.609088,Voter,"[55, 50, 73]"
663,QUEENS,A,Redfern Community Center,Q0321,Beach Channel Drive entrance Far Rockaway 11691,-73.7508465,40.6110015,Handicap,"[55, 50, 73]"
664,BROOKLYN,A,Evergreen Troutman,10839,78 Troutman Street Brooklyn 11206,-73.930649,40.698664,Voter,"[60, 58]"
665,BROOKLYN,A,Evergreen Troutman,10839,78 Troutman Street Brooklyn 11206,-73.930649,40.698664,Handicap,"[60, 58]"
666,QUEENS,A,Seaside Library,11372,116-15 Rockaway Beach Blvd. Rockaway Park 11694,-73.837788,40.579457,Voter,"[12, 11]"
667,QUEENS,A,Seaside Library,11372,116-15 Rockaway Beach Boulevard Rockaway Park 11694,-73.837788,40.579457,Handicap,"[12, 11]"
668,MANHATTAN,A,PS 6,M0234,45 East 81 Street New York 10028,-73.960369,40.777437,Voter,"[77, 74, 71, 73, 72, 96]"
669,MANHATTAN,A,PS 6,M0234,East 82nd Street (Through Schoolyard) New York 10028,-73.9546055,40.7756003,Handicap,"[77, 74, 71, 73, 72, 96]"
670,QUEENS,A,JHS 189-Daniel Carter Beard,Q0052,144-80 Barclay Avenue Flushing 11355,-73.818014,40.760409,Voter,"[37, 24, 31, 23, 38]"
671,QUEENS,A,JHS 189-Daniel Carter Beard,Q0052,Rear Entrance on Sanford Avenue adjacent to Parking Lot Flushing 11355,-73.82,40.75,Handicap,"[37, 24, 31, 23, 38]"
672,QUEENS,A,Dayton Towers East 7400,Q0246,7400 Shore Front Parkway Arverne 11692,-73.8024,40.586946,Voter,"[17, 21]"
673,QUEENS,A,Dayton Towers East 7400,Q0246,74-00 Shore Front Parkway Arverne 11692,-73.8024,40.586946,Handicap,"[17, 21]"
674,MANHATTAN,A,"M Plaza, L.P.",M0212,400 West 43 Street New York 10036,-73.992722,40.759243,Voter,"[79, 72, 71, 73]"
675,MANHATTAN,A,"M Plaza, L.P.",M0212,400 West 43 Street New York 10036,-73.992722,40.759243,Handicap,"[79, 72, 71, 73]"
676,MANHATTAN,A,PS 192,M0248,500 West 138 Street New York 10031,-73.95252,40.821417,Voter,"[80, 88, 90, 82, 87, 69, 86, 83, 97, 96, 95, 94, 109, 99]"
677,MANHATTAN,A,PS 192,M0248,West 136th Street (Through Teacher's Driveway) New York 10031,-73.9235117,40.8077779,Handicap,"[80, 88, 90, 82, 87, 69, 86, 83, 97, 96, 95, 94, 109, 99]"
678,MANHATTAN,A,PS 199,M0152,270 West 70 Street New York 10023,-73.984568,40.777922,Voter,"[49, 52, 50, 100, 36, 59, 107, 58, 47, 99, 33, 48]"
679,MANHATTAN,A,PS 199,M0152,West 70th Street (Between Amsterdam & West End Ave) New York 10023,-75.0938,42.4687,Handicap,"[49, 52, 50, 100, 36, 59, 107, 58, 47, 99, 33, 48]"
680,BROOKLYN,A,Vanderveer Church United Methodist Church,B0394,3114 Glenwood Road Brooklyn 11210,-73.946217,40.633936,Voter,[57]
681,BROOKLYN,A,Vanderveer Church United Methodist Church,B0394,Enter on East 31th Street Brooklyn 11210,-73.95,40.63,Handicap,[57]
682,MANHATTAN,A,Salvation Army Harlem Temple Corps Community Center,11518,540 Lenox Avenue New York 10037,-73.939484,40.81553,Voter,"[100, 101, 48, 49]"
683,MANHATTAN,A,Salvation Army Harlem Temple Corps Community Center,11518,540 Lenox Avenue New York 10037,-73.939484,40.81553,Handicap,"[100, 101, 48, 49]"
684,MANHATTAN,A,Seward Park IV,M0205,385 Grand Street New York 10002,-73.988008,40.715966,Voter,"[57, 55]"
685,MANHATTAN,A,Seward Park IV,M0205,385 Grand Street New York 10002,-73.988008,40.715966,Handicap,"[57, 55]"
686,MANHATTAN,A,St Margaret's House,M0244,49 Fulton Street New York 10038,-74.004236,40.708039,Voter,"[85, 86, 5, 3]"
687,MANHATTAN,A,St Margaret's House,M0244,49 Fulton Street New York 10038,-74.004236,40.708039,Handicap,"[85, 86, 5, 3]"
688,QUEENS,A,PS 114-Belle Harbor,Q0315,134-09 Cronston Avenue Rockaway Park 11694,-73.8541866,40.5785221,Voter,"[5, 9, 10, 7, 8, 6, 92]"
689,QUEENS,A,PS 114-Belle Harbor,Q0315,134-09 Cronston Ave Rockaway Park 11694,-73.8541866,40.5785221,Handicap,"[5, 9, 10, 7, 8, 6, 92]"
690,BROOKLYN,A,PS 289,B0362,900 St Marks Avenue Brooklyn 11213,-73.942481,40.674621,Voter,"[48, 50, 12, 49, 47]"
691,BROOKLYN,A,PS 289,B0362,Kingston Avenue Brooklyn 11213,-73.9421103,40.668751,Handicap,"[48, 50, 12, 49, 47]"
692,MANHATTAN,A,Gen Grant Houses(NYCHA),10520,75 La Salle Street New York 10027,-73.958004,40.813574,Voter,"[102, 104]"
693,MANHATTAN,A,Gen Grant Houses(NYCHA),10520,75 La Salle Street New York 10027,-73.958004,40.813574,Handicap,"[102, 104]"
694,BROOKLYN,A,Stuyvesant Gardens ll,10325,150 Malcolm X Boulevard Brooklyn 11221,-73.930348,40.688276,Voter,"[32, 33]"
695,BROOKLYN,A,Stuyvesant Gardens ll,10325,150 Malcolm X Boulevard Brooklyn 11221,-73.930348,40.688276,Handicap,"[32, 33]"
696,BRONX,A,Millbrook Community Center,10312,201 St Anns Avenue Bronx 10454,-73.918539,40.805947,Voter,"[61, 62, 63]"
697,BRONX,A,Millbrook Community Center,10312,201 St. Ann's Avenue Bronx 10454,-73.918539,40.805947,Handicap,"[61, 62, 63]"
698,BROOKLYN,A,PS 229,B0058,1400 Benson Avenue Brooklyn 11228,-74.013299,40.610675,Voter,"[42, 47, 36, 1, 71, 83]"
699,BROOKLYN,A,PS 229,B0058,Enter on 14 Avenue Brooklyn 11228,-74.01,40.62,Handicap,"[42, 47, 36, 1, 71, 83]"
700,MANHATTAN,A,Hamilton Madison House,11690,50 Madison Street New York 10038,-73.997835,40.711651,Voter,"[26, 28, 21, 20, 27, 18]"
701,MANHATTAN,A,Hamilton Madison House,11690,50 Madison Street New York 10038,-73.997835,40.711651,Handicap,"[26, 28, 21, 20, 27, 18]"
702,BROOKLYN,A,Haber House,B0182,3024 West 24 Street Brooklyn 11224,-73.990793,40.572928,Voter,[11]
703,BROOKLYN,A,Haber House,B0182,3024 West  24 Street Brooklyn 11224,-73.990793,40.572928,Handicap,[11]
704,BRONX,A,Gun Hill Community Center,10859,745 Magenta Street Bronx 10467,-73.865359,40.8752,Voter,"[28, 89]"
705,BRONX,A,Gun Hill Community Center,10859,745 Magenta Street Bronx 10467,-73.865359,40.8752,Handicap,"[28, 89]"
706,MANHATTAN,A,MS 114,11194,331 East 91 Street New York 10128,-73.947577,40.780403,Voter,"[17, 76, 81, 79, 93, 80, 78]"
707,MANHATTAN,A,MS 114,11194,331 East 91 Street New York 10128,-73.947577,40.780403,Handicap,"[17, 76, 81, 79, 93, 80, 78]"
708,QUEENS,A,Boys and Girls Club of Metro Queens,11655,110-04 Atlantic Avenue South Richmond Hill 11419,-73.835477,40.691752,Voter,"[40, 70, 69]"
709,QUEENS,A,Boys and Girls Club of Metro Queens,11655,110-04 Atlantic Avenue South Richmond Hill 11419,-73.835477,40.691752,Handicap,"[40, 70, 69]"
710,QUEENS,A,JHS 109-Jean Nuzzi Intermediate School,Q0116,213-10 92 Avenue Queens Village 11428,-73.746672,40.720616,Voter,"[74, 20, 25, 22, 23, 26, 21]"
711,QUEENS,A,JHS 109-Jean Nuzzi Intermediate School,Q0116,Lot Entrance behind School on 214th Street Queens Village 11428,-73.74,40.72,Handicap,"[74, 20, 25, 22, 23, 26, 21]"
712,BROOKLYN,A,Brooklyn Tech HS,B0107,2 South Elliott Place Brooklyn 11217,-73.976095,40.689702,Voter,"[14, 43, 26, 25]"
713,BROOKLYN,A,Brooklyn Tech HS,B0107,Left side of Main Entrance on South Elliott Place Brooklyn 11217,-73.98,40.68,Handicap,"[14, 43, 26, 25]"
714,BROOKLYN,A,Kensington  Public Library,11408,4207 18 Avenue Brooklyn 11218,-73.975507,40.63135,Voter,"[23, 22]"
715,BROOKLYN,A,Kensington  Public Library,11408,4207 18th Avenue Brooklyn 11218,-73.975507,40.63135,Handicap,"[23, 22]"
716,BRONX,A,William H. Taft High School,X0091,240 East 172 Street Bronx 10457,-73.911171,40.840017,Voter,"[41, 40, 70, 42, 44, 39, 80]"
717,BRONX,A,William H. Taft High School,X0091,On Sheridan Ave at corner of E 171 St to elev to4th Fl Bronx 10457,15.16667,47.25,Handicap,"[41, 40, 70, 42, 44, 39, 80]"
718,MANHATTAN,A,The New Jewish Home,M0021,120 West 106 Street New York 10025,-73.964476,40.799723,Voter,[70]
719,MANHATTAN,A,The New Jewish Home,M0021,120 West 106 Street New York 10025,-73.964476,40.799723,Handicap,[70]
720,BRONX,A,PS 163 Arthur A. Schomburg,10066,2075 Webster Avenue Bronx 10457,-73.898776,40.851621,Voter,"[47, 64, 50, 52]"
721,BRONX,A,PS 163 Arthur A. Schomburg,10066,Entrance on E.180 Street Bronx 10457,-73.905176,40.860376,Handicap,"[47, 64, 50, 52]"
722,QUEENS,A,PS 105-The Bay School,Q0176,420 Beach 51 Street Far Rockaway 11691,-73.781605,40.595696,Voter,"[71, 38, 83, 22, 61]"
723,QUEENS,A,PS 105-The Bay School,Q0176,Corner of Beach 51st Street & Elizabeth Avenue Far Rockaway 11691,-73.757608,40.593406,Handicap,"[71, 38, 83, 22, 61]"
724,BRONX,A,1880 Valentine Ave Community Room,X0069,1880 Valentine Avenue Bronx 10457,-73.900535,40.849045,Voter,[45]
725,BRONX,A,1880 Valentine Ave Community Room,X0069,1880 Valentine Avenue Bronx 10457,-73.900535,40.849045,Handicap,[45]
726,BROOKLYN,A,The Joan Snow Pre-K Center,11230,3610 Glenwood Road Brooklyn 11210,-73.941572,40.634383,Voter,"[21, 20, 83, 27, 22, 26, 81]"
727,BROOKLYN,A,The Joan Snow Pre-K Center,11230,Enter left of main entrance Brooklyn 11210,-68.5691,44.2661,Handicap,"[21, 20, 83, 27, 22, 26, 81]"
728,MANHATTAN,A,Seward Park I,10297,266 East Broadway New York 10002,-73.985416,40.714655,Voter,[52]
729,MANHATTAN,A,Seward Park I,10297,266 East Broadway New York 10002,-73.985416,40.714655,Handicap,[52]
730,MANHATTAN,A,HS of Art & Design,10176,249 East 56 Street New York 10022,-73.967952,40.759552,Voter,"[27, 35, 29, 33, 32, 28, 34, 48, 39, 41, 36, 47, 37, 40, 38, 100, 101]"
731,MANHATTAN,A,HS of Art & Design,10176,249 E 56 St (Glass Doors Closer to 2nd Ave) New York 10022,-73.77,42.64,Handicap,"[27, 35, 29, 33, 32, 28, 34, 48, 39, 41, 36, 47, 37, 40, 38, 100, 101]"
732,BROOKLYN,A,Lafayette Gardens Comm. Ctr.,11610,442 Dekalb Avenue Brooklyn 11205,-73.95967,40.690058,Voter,"[97, 32]"
733,BROOKLYN,A,Lafayette Gardens Comm. Ctr.,11610,442 Dekalb Avenue Brooklyn 11205,-73.95967,40.690058,Handicap,"[97, 32]"
734,BROOKLYN,A,IS 291,10054,231 Palmetto Street Brooklyn 11221,-73.915174,40.6955,Voter,"[71, 69]"
735,BROOKLYN,A,IS 291,10054,231 Palmetto Street Brooklyn 11221,-73.915174,40.6955,Handicap,"[71, 69]"
736,QUEENS,A,PS 79-Francis Lewis,10560,147-27 15 Drive Whitestone 11357,-73.817349,40.785959,Voter,"[2, 3, 6, 1, 4, 5, 79]"
737,QUEENS,A,PS 79-Francis Lewis,10560,147-27 15 Drive Whitestone 11357,-73.817349,40.785959,Handicap,"[2, 3, 6, 1, 4, 5, 79]"
738,MANHATTAN,A,Vanderbilt YMCA,M0126,224 East 47 Street New York 10017,-73.970949,40.753336,Voter,"[104, 102, 103]"
739,MANHATTAN,A,Vanderbilt YMCA,M0126,224 EAST 47 STREET New York 10017,-73.970949,40.753336,Handicap,"[104, 102, 103]"
740,BRONX,A,PS 75,X0215,984 Faile Street Bronx 10459,-73.889231,40.822309,Voter,"[49, 50, 51]"
741,BRONX,A,PS 75,X0215,Entrance thru side school yard on Faile Street Bronx 10459,-73.8867767,40.8151266,Handicap,"[49, 50, 51]"
742,QUEENS,A,Forest Hills Library,10843,108-19 71 Avenue Forest Hills 11375,-73.843007,40.722037,Voter,"[32, 30, 29]"
743,QUEENS,A,Forest Hills Library,10843,108-19 71 Avenue Forest Hills 11375,-73.843007,40.722037,Handicap,"[32, 30, 29]"
744,QUEENS,A,PS 209-Clearview Gardens,Q0077,16-10 Utopia Parkway Whitestone 11357,-73.795027,40.783714,Voter,"[8, 9]"
745,QUEENS,A,PS 209-Clearview Gardens,Q0077,Corner Entrance on Utopia Parkway & 16th Avenue Whitestone 11357,-81.0189253,44.15679,Handicap,"[8, 9]"
